Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,2838.474184,null,-18.09639771,null,null
03-07-2024,CNR5176704322,Success,CID296026,Prime Plus,KR Puram,Hennur,287,40,null,null,Yes,Customer Demand,2840.341621,UPI,-18.12551902,3.1,3.5
24-07-2024,CNR9287248724,Canceled by Driver,CID959554,Prime SUV,Hosur Road,Yeshwanthpur,null,null,null,Customer related issue,null,null,2842.209057,null,-18.15464033,null,null
10-07-2024,CNR7547352327,Success,CID976231,Prime Plus,Hulimavu,Rajarajeshwari Nagar,210,105,null,null,No,null,2844.076494,UPI,-18.18376164,3.8,4.9
20-07-2024,CNR9660405769,Canceled by Driver,CID483311,eBike,Electronic City,Varthur,null,null,null,Customer related issue,null,null,2845.94393,null,-18.21288295,null,null
11-07-2024,CNR4251304471,Success,CID888740,Prime SUV,Shivajinagar,Jayanagar,-1526,-28,null,null,No,null,2847.811367,Cash,-18.24200426,-1.86,16.05
06-07-2024,CNR1568684278,Success,CID709612,Prime Plus,Bannerghatta Road,Majestic,-1575,-32,null,null,No,null,2849.678804,UPI,-18.27112558,-2.04,16.4
05-07-2024,CNR2230045814,Success,CID961125,Prime SUV,Cox Town,Chamarajpet,-1624,-36,null,null,No,null,2851.54624,Cash,-18.30024689,-2.22,16.75
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-1673,-40,null,null,No,null,2853.413677,Cash,-18.3293682,-2.4,17.1
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,2855.281113,null,-18.35848951,null,null
12-07-2024,CNR392833177,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,-534.7333333,333.7619048,null,null,No,null,2857.14855,Cash,-18.38761082,4.946666667,13.61714286
16-07-2024,CNR3604732494,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,-548.3333333,338.3333333,null,null,No,null,2859.015986,Cash,-18.41673213,4.966666667,13.8
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,-561.9333333,342.9047619,null,null,Yes,Vehicle Breakdown,2860.883423,Cash,-18.44585344,4.986666667,13.98285714
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,-575.5333333,347.4761905,null,null,No,null,2862.75086,Cash,-18.47497475,5.006666667,14.16571429
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,-589.1333333,352.047619,null,null,No,null,2864.618296,UPI,-18.50409606,5.026666667,14.34857143
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,-602.7333333,356.6190476,null,null,No,null,2866.485733,Cash,-18.53321737,5.046666667,14.53142857
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,2868.353169,null,-18.56233868,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-3598,970,null,null,No,null,2870.220606,UPI,-18.59145999,30.5,16.3
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-3815,1020,null,null,No,null,2872.088042,UPI,-18.6205813,32,17
13-07-2024,CNR2898751726,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,2873.955479,null,-18.64970261,null,null
25-07-2024,CNR3684055430,Success,CID954071,Mini,Hennur,Chamarajpet,2816.1,-612.5,null,null,No,null,2875.822915,Cash,-18.67882393,10.83,-7.9
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,2892.4,-632.5,null,null,No,null,2877.690352,UPI,-18.70794524,11.02,-8.25
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,2968.7,-652.5,null,null,No,null,2879.557789,UPI,-18.73706655,11.21,-8.6
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,3045,-672.5,null,null,No,null,2881.425225,Cash,-18.76618786,11.4,-8.95
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,2883.292662,null,-18.79530917,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,2885.160098,null,-18.82443048,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,2887.027535,UPI,-18.85355179,4,4.3
04-07-2024,CNR2735636513,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,2888.894971,null,-18.8826731,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,2890.762408,null,-18.91179441,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,877.1,637,null,null,No,null,2892.629845,Cash,-18.94091572,9.3,13.07
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,893.2,650,null,null,No,null,2894.497281,Cash,-18.97003703,9.42,13.28
21-07-2024,CNR3800597081,Success,CID386103,Mini,JP Nagar,Chickpet,909.3,663,null,null,No,null,2896.364718,Cash,-18.99915834,9.54,13.49
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,925.4,676,null,null,No,null,2898.232154,Cash,-19.02827965,9.66,13.7
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,941.5,689,null,null,Yes,Customer Demand,2900.099591,UPI,-19.05740097,9.78,13.91
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,2901.967027,null,-19.08652228,null,null
16-07-2024,CNR2830899449,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,2903.834464,UPI,-19.11564359,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,2905.701901,null,-19.1447649,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,2907.569337,null,-19.17388621,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,2909.436774,Cash,-19.20300752,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,2911.30421,null,-19.23212883,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,289.3333333,121.6666667,null,null,No,null,2913.171647,Cash,-19.26125014,3.066666667,3.366666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,292.8333333,124.1666667,null,null,No,null,2915.039083,Cash,-19.29037145,3.016666667,3.316666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,296.3333333,126.6666667,null,null,No,null,2916.90652,UPI,-19.31949276,2.966666667,3.266666667
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,2918.773957,null,-19.34861407,null,null
08-07-2024,CNR3583326273,Success,CID954441,Bike,Peenya,Devanahalli,2556.4,-334,null,null,No,null,2920.641393,Cash,-19.37773538,16.59,1.29
07-07-2024,CNR3667696687,Success,CID596869,Auto,Chickpet,Hennur,2611,-344,null,null,No,null,2922.50883,UPI,-19.40685669,16.88,1.22
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,2665.6,-354,null,null,No,null,2924.376266,Cash,-19.435978,17.17,1.15
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,2720.2,-364,null,null,No,null,2926.243703,UPI,-19.46509932,17.46,1.08
11-07-2024,CNR3697318618,Success,CID915228,Bike,Sarjapur Road,Chickpet,2774.8,-374,null,null,No,null,2928.111139,UPI,-19.49422063,17.75,1.01
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,2929.978576,null,-19.52334194,null,null
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,2931.846013,null,-19.55246325,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,2933.713449,null,-19.58158456,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,4830,1930,null,null,No,null,2935.580886,UPI,-19.61070587,7.2,30.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,5096,2035,null,null,No,null,2937.448322,UPI,-19.63982718,7.4,31.6
03-07-2024,CNR3967141577,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,2939.315759,null,-19.66894849,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,2941.183195,null,-19.6980698,null,null
22-07-2024,CNR1640228596,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-1633.333333,-1075,null,null,Yes,Other Issue,2943.050632,Cash,-19.72719111,-14.16666667,7.1
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-1699.833333,-1120,null,null,No,null,2944.918069,Cash,-19.75631242,-14.86666667,7.2
01-07-2024,CNR4158584931,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-1766.333333,-1165,null,null,No,null,2946.785505,UPI,-19.78543373,-15.56666667,7.3
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,2948.652942,null,-19.81455504,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,3584,2100,null,null,No,null,2950.520378,Cash,-19.84367636,-6.1,-2
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,3780,2215,null,null,No,null,2952.387815,Cash,-19.87279767,-6.7,-2.3
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,2954.255251,null,-19.90191898,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,168.7,42.5,null,null,No,null,2956.122688,Cash,-19.93104029,8.54,17.42
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,168,42,null,null,Yes,Other Issue,2957.990125,UPI,-19.9601616,8.66,17.74
08-07-2024,CNR2098165207,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,167.3,41.5,null,null,No,null,2959.857561,UPI,-19.98928291,8.78,18.06
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,166.6,41,null,null,No,null,2961.724998,Cash,-20.01840422,8.9,18.38
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,165.9,40.5,null,null,No,null,2963.592434,Cash,-20.04752553,9.02,18.7
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,2965.459871,null,-20.07664684,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,2967.327307,null,-20.10576815,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,2969.194744,null,-20.13488946,null,null
01-07-2024,CNR3404012936,Success,CID344186,Mini,Chickpet,Chamarajpet,2709,-680,null,null,No,null,2971.062181,Cash,-20.16401077,-17.3,-16.6
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,2856,-725,null,null,No,null,2972.929617,UPI,-20.19313208,-18.5,-17.8
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,2974.797054,null,-20.22225339,null,null
07-07-2024,CNR4241139238,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,2976.66449,Cash,-20.25137471,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,2978.531927,null,-20.28049602,null,null
16-07-2024,CNR987621048,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,2980.399363,null,-20.30961733,null,null
26-07-2024,CNR936719411,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,2982.2668,null,-20.33873864,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,3871,2185,null,null,No,null,2984.134237,UPI,-20.36785995,1.6,28.3
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,4081,2305,null,null,No,null,2986.001673,UPI,-20.39698126,1.5,29.7
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,2987.86911,null,-20.42610257,null,null
15-07-2024,CNR773883086,Success,CID524066,Prime SUV,Mysore Road,Peenya,536.6666667,-1141.666667,null,null,No,null,2989.736546,Cash,-20.45522388,-5.066666667,-10.36666667
04-07-2024,CNR4187663150,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,554.1666667,-1189.166667,null,null,No,null,2991.603983,Cash,-20.48434519,-5.416666667,-10.91666667
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,571.6666667,-1236.666667,null,null,No,null,2993.471419,Credit Card,-20.5134665,-5.766666667,-11.46666667
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,2995.338856,null,-20.54258781,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,35,-168.3333333,null,null,No,null,2997.206293,UPI,-20.57170912,6.366666667,11.96666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,28,-178.3333333,null,null,No,null,2999.073729,UPI,-20.60083043,6.466666667,12.26666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,21,-188.3333333,null,null,No,null,3000.941166,Cash,-20.62995175,6.566666667,12.56666667
24-07-2024,CNR3165383128,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,3002.808602,null,-20.65907306,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,3004.676039,null,-20.68819437,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,-742,1055,null,null,No,null,3006.543475,UPI,-20.71731568,-8.8,-4.9
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,-798,1110,null,null,No,null,3008.410912,Cash,-20.74643699,-9.5,-5.4
09-07-2024,CNR1422208535,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,3010.278349,null,-20.7755583,null,null
26-07-2024,CNR3100267318,Success,CID509309,Bike,Hosur Road,Richmond Town,2025.333333,121.6666667,null,null,No,null,3012.145785,Cash,-20.80467961,8,15.3
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,2095.333333,124.1666667,null,null,No,null,3014.013222,Cash,-20.83380092,8.15,15.75
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,2165.333333,126.6666667,null,null,No,null,3015.880658,UPI,-20.86292223,8.3,16.2
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,3017.748095,null,-20.89204354,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,903,2030,null,null,No,null,3019.615531,Cash,-20.92116485,6.1,20
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,938,2130,null,null,No,null,3021.482968,UPI,-20.95028616,6.2,20.8
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,3023.350405,null,-20.97940747,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-1520.166667,-510,null,null,No,null,3025.217841,Credit Card,-21.00852878,-8.066666667,25.78333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-1579.666667,-530,null,null,No,null,3027.085278,UPI,-21.0376501,-8.466666667,26.53333333
23-07-2024,CNR3612067570,Success,CID476071,Bike,Tumkur Road,Whitefield,-1639.166667,-550,null,null,No,null,3028.952714,Cash,-21.06677141,-8.866666667,27.28333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,3030.820151,null,-21.09589272,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,3032.687587,null,-21.12501403,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,3034.555024,null,-21.15413534,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,1452.5,-228.3333333,null,null,No,null,3036.42246,Cash,-21.18325665,-17.95,24.5
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,1498,-238.3333333,null,null,No,null,3038.289897,Cash,-21.21237796,-18.7,25.2
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,1543.5,-248.3333333,null,null,No,null,3040.157334,UPI,-21.24149927,-19.45,25.9
17-07-2024,CNR3914552222,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,3042.02477,null,-21.27062058,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,1190,95,null,null,No,null,3043.892207,UPI,-21.29974189,-17.2,-5.9
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,1246,95,null,null,No,null,3045.759643,UPI,-21.3288632,-18.3,-6.4
02-07-2024,CNR2907762490,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,3047.62708,null,-21.35798451,null,null
05-07-2024,CNR2892583850,Success,CID243275,Bike,Electronic City,Langford Town,606.2,262,null,null,No,null,3049.494516,Cash,-21.38710582,11.88,0.1
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,616,266.5,null,null,No,null,3051.361953,UPI,-21.41622714,12.05,0.02
12-07-2024,CNR174196689,Success,CID902781,eBike,Koramangala,Sarjapur Road,625.8,271,null,null,No,null,3053.22939,Cash,-21.44534845,12.22,-0.06
11-07-2024,CNR1885021453,Success,CID217093,eBike,Basavanagudi,Hulimavu,635.6,275.5,null,null,No,null,3055.096826,Cash,-21.47446976,12.39,-0.14
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,645.4,280,null,null,No,null,3056.964263,Cash,-21.50359107,12.56,-0.22
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,3058.831699,null,-21.53271238,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-1428.666667,-129.2857143,null,null,No,null,3060.699136,Cash,-21.56183369,-6.971428571,19.7
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-1455.866667,-133.1428571,null,null,No,null,3062.566572,Cash,-21.590955,-7.165714286,19.98
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-1483.066667,-137,null,null,No,null,3064.434009,UPI,-21.62007631,-7.36,20.26
